pesticide_name	food_type	limi_mg_kg
옥시테트라사이클린	엽채류	0.3
옥시테트라사이클린	오이	0.3
옥시테트라사이클린	옥수수	0.03
옥시테트라사이클린	자두	0.07
옥시테트라사이클린	참외	0.05
옥시테트라사이클린	청경채	3
옥시테트라사이클린	체리	0.5
옥시테트라사이클린	치커리	5
옥시테트라사이클린	키위	1
옥시테트라사이클린	토마토	0.7
옥시테트라사이클린	파	0.5
옥시테트라사이클린	파슬리	5
옥시테트라사이클린	풋마늘	0.07
옥시테트라사이클린	풋콩	0.7
옥시테트라사이클린	피망	1
옥시테트라사이클린	해바라기씨	0.03
옥시테트라사이클린	호박	0.03
옥시플루오르펜	감귤	0.05
옥시플루오르펜	견과류	0.05
옥시플루오르펜	대두	0.05
옥시플루오르펜	마늘	0.05
옥시플루오르펜	면실	0.05
옥시플루오르펜	바나나	0.05
옥시플루오르펜	복숭아	0.05
옥시플루오르펜	살구	0.05
옥시플루오르펜	쌀	0.03
옥시플루오르펜	아보카도	0.05
옥시플루오르펜	양배추	0.05
옥시플루오르펜	양파	0.05
옥시플루오르펜	옥수수	0.05
옥시플루오르펜	인과류	0.05
옥시플루오르펜	자두	0.05
옥시플루오르펜	체리	0.05
옥시플루오르펜	커피원두	0.05
옥시플루오르펜	키위	0.05
옥시플루오르펜	포도	0.05
옥시플루오르펜	풋마늘	0.05
육-비에이	감귤	0.2
육-비에이	대추	0.05
육-비에이	대추(건조)	0.05
육-비에이	배	0.2
육-비에이	사과	0.1
육-비에이	숙주나물	0.2
육-비에이	콩나물	0.2
이마자목스	가금류고기	0.01
이마자목스	가금류부산물	0.01
이마자목스	가금류지방	0.01
이마자목스	밀	0.05
이마자목스	알	0.01
이마자목스	유	0.01
이마자목스	포유류고기	0.01
이마자목스	포유류부산물	0.01
이마자목스	포유류지방	0.01
이마자피르	가금류고기	0.01
이마자피르	가금류부산물	0.01
이마자피르	가금류지방	0.01
이마자피르	대두	3
이마자피르	밀	0.05
이마자피르	보리	0.7
이마자피르	알	0.01
이마자피르	옥수수	0.05
이마자피르	유	0.01
이마자피르	유채씨	0.05
이마자피르	포유류고기	0.05
이마자피르	포유류부산물	0.2
이마자피르	포유류지방	0.05
이마자픽	가금류고기	0.01
이마자픽	가금류부산물	0.01
이마자픽	가금류지방	0.01
이마자픽	대두	0.3
이마자픽	땅콩	0.05
이마자픽	밀	0.05
이마자픽	알	0.01
이마자픽	유	0.1
이마자픽	포유류고기	0.1
이마자픽	포유류부산물	1
이마자픽	포유류지방	0.1
이마잘릴	가금류고기	0.02
이마잘릴	가금류부산물	0.02
이마잘릴	가금류지방	0.02
이마잘릴	감귤류	15
이마잘릴	알	0.01
이마잘릴	유	0.02
이마잘릴	포유류고기	0.02
이마잘릴	포유류부산물	0.3
이마잘릴	포유류지방	0.02
이마제타피르	가금류고기	0.01
이마제타피르	가금류부산물	0.01
이마제타피르	가금류지방	0.01
이마제타피르	대두	0.03
이마제타피르	알	0.01
이마제타피르	유	0.01
이마제타피르	포유류고기	0.01
이마제타피르	포유류부산물	0.01
이마제타피르	포유류지방	0.01
이마조설퓨론	쌀	0.1
이미녹타딘	가지	0.2
이미녹타딘	감	0.3
이미녹타딘	감귤	0.5
이미녹타딘	건삼	0.2
이미녹타딘	고구마	0.05
이미녹타딘	고구마줄기	0.05
이미녹타딘	고추	2
이미녹타딘	구기자	3
이미녹타딘	구기자(건조)	10
이미녹타딘	기장	0.7
이미녹타딘	다래	5
이미녹타딘	당근	0.1
이미녹타딘	대추	5
이미녹타딘	대추(건조)	10
이미녹타딘	더덕	0.2
이미녹타딘	둥굴레(뿌리)	0.05
이미녹타딘	둥굴레(뿌리, 건조)	0.05
이미녹타딘	둥굴레(잎)	15
이미녹타딘	딸기	2
이미녹타딘	레몬	0.2
이미녹타딘	마	0.05
이미녹타딘	마(건조)	0.05
이미녹타딘	마늘	0.1
이미녹타딘	망고	1
이미녹타딘	매실	2
이미녹타딘	모과	5
이미녹타딘	무(뿌리)	0.03
이미녹타딘	무(잎)	2
이미녹타딘	무화과	2
이미녹타딘	배	0.1
이미녹타딘	복분자	0.7
이미녹타딘	복숭아	0.5
이미녹타딘	부추	2
이미녹타딘	블루베리	3
이미녹타딘	비트(뿌리)	0.05
이미녹타딘	뽕(잎)	15
이미녹타딘	사과	1
이미녹타딘	상추	5
이미녹타딘	석류	5
이미녹타딘	수박	0.05
이미녹타딘	수삼	0.1
이미녹타딘	쌀	0.05
이미녹타딘	아로니아	3
이미녹타딘	아스파라거스	0.2
이미녹타딘	앵두	1.5
이미녹타딘	양배추	0.05
이미녹타딘	양상추	5
이미녹타딘	양파	0.05
이미녹타딘	오디	10
이미녹타딘	오렌지	0.3
이미녹타딘	오미자(건조)	1
이미녹타딘	오이	0.5
이미녹타딘	옥수수	0.05
이미녹타딘	유자	0.5
이미녹타딘	율무	0.1
이미녹타딘	인삼농축액	0.5
이미녹타딘	자두	0.3
이미녹타딘	차	1
이미녹타딘	참외	0.3
이미녹타딘	체리	3
이미녹타딘	취나물	7
이미녹타딘	키위	0.3
이미녹타딘	토마토	0.7
이미녹타딘	파	0.5
이미녹타딘	포도	1
이미녹타딘	풋마늘	0.7
이미녹타딘	피망	2
이미녹타딘	호박	0.03
이미녹타딘	호박잎	7
이미녹타딘	홍삼	0.2
이미녹타딘	홍삼농축액	0.5
이미녹타딘	홍화씨	0.05
이미다클로프리드	가금류고기	0.02
이미다클로프리드	가금류부산물	0.05
이미다클로프리드	가지	1
이미다클로프리드	감귤류	0.7
이미다클로프리드	감자	0.3
이미다클로프리드	강낭콩	0.05
이미다클로프리드	건삼	0.05
이미다클로프리드	겨자채	5
이미다클로프리드	고구마	0.05
이미다클로프리드	고수(잎)	1
이미다클로프리드	고추	1
이미다클로프리드	고추(건조)	3
이미다클로프리드	고춧잎	1
이미다클로프리드	구기자(건조)	5
이미다클로프리드	근대	1
이미다클로프리드	기장	0.1
이미다클로프리드	녹두	0.05
이미다클로프리드	느타리버섯	0.05
이미다클로프리드	당근	0.05
이미다클로프리드	대두	1.5
이미다클로프리드	대추	2
이미다클로프리드	대추(건조)	2
이미다클로프리드	더덕	0.05
이미다클로프리드	들깻잎	15
이미다클로프리드	딸기	0.4
이미다클로프리드	땅콩	0.05
이미다클로프리드	마	0.05
이미다클로프리드	마(건조)	0.07
이미다클로프리드	망고	0.4
이미다클로프리드	망고스틴	0.4
이미다클로프리드	매실	1
이미다클로프리드	머위	1
이미다클로프리드	멜론	0.2
이미다클로프리드	무(뿌리)	0.05
이미다클로프리드	무화과	0.3
이미다클로프리드	미나리	5
이미다클로프리드	밀	0.04
이미다클로프리드	바나나	0.01
이미다클로프리드	바질	9
이미다클로프리드	방울다다기양배추	1
이미다클로프리드	배추	0.3
이미다클로프리드	복분자	1.5
이미다클로프리드	복숭아	0.5
이미다클로프리드	부추	3
이미다클로프리드	브로콜리	5
이미다클로프리드	블루베리	4
이미다클로프리드	비트(뿌리)	0.05
이미다클로프리드	산수유	0.5
이미다클로프리드	산수유(건조)	2
이미다클로프리드	살구	1.5
이미다클로프리드	상추	7
이미다클로프리드	생강	0.05
이미다클로프리드	수박	0.05
이미다클로프리드	수삼	0.05
이미다클로프리드	순무	0.05
이미다클로프리드	쌀	0.2
이미다클로프리드	쑥	0.3
이미다클로프리드	쑥갓	2
이미다클로프리드	아로니아	0.7
이미다클로프리드	아욱	1
이미다클로프리드	알	0.02
이미다클로프리드	양배추	0.5
이미다클로프리드	양상추	7
이미다클로프리드	양파	0.2
이미다클로프리드	엇갈이배추	1
이미다클로프리드	여주	0.2
이미다클로프리드	엽경채류	2
이미다클로프리드	엽채류	3
이미다클로프리드	오이	0.5
이미다클로프리드	옥수수	0.01
이미다클로프리드	올리브(열매)	0.5
이미다클로프리드	완두	0.05
이미다클로프리드	용안	0.7
이미다클로프리드	우엉	0.5
이미다클로프리드	유채	1
이미다클로프리드	유채씨	0.05
이미다클로프리드	인과류	0.5
이미다클로프리드	자두	0.2
이미다클로프리드	차	30
이미다클로프리드	차즈기(잎)	15
이미다클로프리드	참깨	0.05
이미다클로프리드	참나물	1
이미다클로프리드	참외	0.3
이미다클로프리드	체리	3
이미다클로프리드	취나물	3
이미다클로프리드	치커리	3
이미다클로프리드	커피원두	0.7
이미다클로프리드	크랜베리	0.04
이미다클로프리드	키위	1
이미다클로프리드	토란	0.2
이미다클로프리드	토마토	1
이미다클로프리드	파	0.7
이미다클로프리드	파(건조)	2
이미다클로프리드	파파야	0.6
이미다클로프리드	팥	0.05
이미다클로프리드	패션프루트	1
이미다클로프리드	포도	1
이미다클로프리드	표고버섯	0.1
이미다클로프리드	풋콩	0.2
이미다클로프리드	피망	1
이미다클로프리드	피칸	0.01
이미다클로프리드	향신씨	1
이미다클로프리드	향신열매	0.9
이미다클로프리드	호박	0.5
이미다클로프리드	호박잎	20
이미다클로프리드	호프	0.2
이미다클로프리드	홍화씨	0.2
이미벤코나졸	감	0.5
이미벤코나졸	감귤	1
이미벤코나졸	대추	2
이미벤코나졸	대추(건조)	2
이미벤코나졸	머루	5
이미벤코나졸	배	0.1
이미벤코나졸	복숭아	0.3
이미벤코나졸	사과	0.3
이미벤코나졸	차	0.2
이미벤코나졸	포도	0.2
이미시아포스	고추	0.1
이미시아포스	고춧잎	1
이미시아포스	당근	0.05
이미시아포스	더덕	0.05
이미시아포스	딸기	0.05
이미시아포스	마	0.05
이미시아포스	마(건조)	0.05
이미시아포스	마늘	0.05
이미시아포스	멜론	0.05
이미시아포스	배추	0.05
이미시아포스	브로콜리	0.1
이미시아포스	수박	0.05
이미시아포스	쑥갓	5
이미시아포스	엇갈이배추	0.2
이미시아포스	오이	0.2
이미시아포스	우엉	0.05
이미시아포스	우엉잎	2
이미시아포스	참외	0.1
이미시아포스	토마토	0.05
이미시아포스	풋마늘	0.05
이미시아포스	피망	0.1
이미시아포스	호박	0.05
이사-디	가금류고기	0.05
이사-디	감귤류	0.15
이사-디	감자	0.2
이사-디	견과류	0.2
이사-디	대두	0.01
이사-디	레몬	1
이사-디	면실	0.08
이사-디	밀	2
이사-디	보리	0.5
이사-디	블루베리	0.03
이사-디	사과	0.03
이사-디	수수	0.05
이사-디	쌀	0.05
이사-디	알	0.01
이사-디	옥수수	0.05
이사-디	유	0.01
이사-디	율무	0.05
이사-디	자두	0.05
이사-디	체리	0.05
이사-디	포유류고기	0.05
이사-디	호프	0.09
이사오-티	돼지고기	0.05
이사오-티	말고기	0.05
이사오-티	소고기	0.05
이사오-티	양고기	0.05
이사오-티	염소고기	0.05
이산화황	포도	10
이프로디온	감	5
이프로디온	감귤	2
이프로디온	건삼	0.7
이프로디온	고구마	0.05
이프로디온	고추	5
이프로디온	고추(건조)	15
이프로디온	당근	0.05
이프로디온	대추	5
이프로디온	대추(건조)	10
이프로디온	들깻잎	20
이프로디온	딸기	10
이프로디온	땅콩	0.05
이프로디온	레몬	7
이프로디온	마	0.05
이프로디온	마(건조)	0.05
이프로디온	마늘	0.1
이프로디온	망고	1.5
이프로디온	매실	5
이프로디온	무(뿌리)	0.05
이프로디온	무(잎)	10
이프로디온	바나나	9
이프로디온	방울다다기양배추	10
이프로디온	배	5
이프로디온	배추	5
이프로디온	복분자	10
이프로디온	복숭아	2
이프로디온	브로콜리	7
이프로디온	블루베리	10
이프로디온	비트(뿌리)	1.5
이프로디온	비트(잎)	30
이프로디온	사과	5
이프로디온	생강	0.05
이프로디온	석류	3
이프로디온	수박	0.3
이프로디온	수삼	0.2
이프로디온	쌀	0.2
이프로디온	아로니아	10
이프로디온	아몬드	0.2
이프로디온	양배추	10
이프로디온	양파	0.05
이프로디온	여주	3
이프로디온	엽경채류	20
이프로디온	엽채류	20
이프로디온	오미자	7
이프로디온	오미자(건조)	20
이프로디온	오이	5
이프로디온	유자	7
이프로디온	율무	3
이프로디온	자두	0.3
이프로디온	체리	10
이프로디온	키위	5
이프로디온	토마토	2
이프로디온	파파야	7
이프로디온	포도	10
이프로디온	풋마늘	2
이프로디온	피망	5
이프로디온	향신씨	0.05
이프로디온	홍화씨	1
이프로발리카브	감자	0.5
이프로발리카브	건삼	0.1
이프로발리카브	고추	1
이프로발리카브	딸기	0.5
이프로발리카브	마늘	0.1
이프로발리카브	머루	5
이프로발리카브	무(뿌리)	0.03
이프로발리카브	무(잎)	5
이프로발리카브	무화과	1
이프로발리카브	배추	0.7
이프로발리카브	부추	0.3
이프로발리카브	수박	0.5
이프로발리카브	수삼	0.1
이프로발리카브	양파	0.5
이프로발리카브	엇갈이배추	2
이프로발리카브	오이	1
이프로발리카브	참깨	0.1
이프로발리카브	참외	0.3
이프로발리카브	토마토	2
이프로발리카브	포도	2
이프로발리카브	풋마늘	2
이프로벤포스	쌀	0.2
이프코나졸	쌀	0.05
이프펜카바존	쌀	0.05
이프플루페노퀸	감	0.2
이프플루페노퀸	감귤	0.7
이프플루페노퀸	딸기	3
이프플루페노퀸	마늘	0.03
이프플루페노퀸	배	0.3
이프플루페노퀸	복숭아	0.5
이프플루페노퀸	사과	0.3
이프플루페노퀸	살구	0.2
이프플루페노퀸	양파	0.03
이프플루페노퀸	오이	0.5
이프플루페노퀸	자두	0.03
이프플루페노퀸	키위	3
이프플루페노퀸	토마토	2
이프플루페노퀸	파	5
이프플루페노퀸	포도	3
이프플루페노퀸	풋마늘	0.05
인다노판	쌀	0.1
인다지플람	감	0.05
인다지플람	감귤	0.05
인다지플람	대추	0.05
인다지플람	매실	0.05
인다지플람	배	0.05
인다지플람	복숭아	0.05
인다지플람	사과	0.05
인다지플람	자두	0.05
인독사카브	가금류고기	0.02
인독사카브	가금류부산물	0.01
인독사카브	가지	1
인독사카브	감	1
인독사카브	감귤	0.5
인독사카브	감자	0.05
인독사카브	고구마	0.03
인독사카브	고구마줄기	0.1
인독사카브	고추	1
인독사카브	고추(건조)	5
인독사카브	고추냉이(잎)	5
인독사카브	구기자	3
인독사카브	구기자(건조)	15
인독사카브	근대	15
인독사카브	기장	2
인독사카브	냉이	7
인독사카브	녹두	0.3
인독사카브	느타리버섯	0.2
인독사카브	달래	2
인독사카브	당근	0.2
인독사카브	대두	0.2
인독사카브	대추	1
인독사카브	대추(건조)	2
인독사카브	더덕	0.05
인독사카브	들깨	0.05
인독사카브	들깻잎	20
인독사카브	딸기	1
인독사카브	땅콩	0.05
인독사카브	레몬	1.5
인독사카브	루꼴라	10
인독사카브	마카(건조)	0.5
인독사카브	망고	0.7
인독사카브	매실	0.3
인독사카브	머루	0.5
인독사카브	멜론	0.5
인독사카브	모과	0.2
인독사카브	무(뿌리)	0.3
인독사카브	무(잎)	7
인독사카브	무화과	1.5
인독사카브	미나리	7
인독사카브	배	0.5
인독사카브	배추	0.7
인독사카브	배추(건조)	3.5
인독사카브	복분자	0.5
인독사카브	복숭아	1
인독사카브	부추	3
인독사카브	브로콜리	4
인독사카브	블루베리	2
인독사카브	비트(뿌리)	0.3
인독사카브	비트(잎)	5
인독사카브	사과	0.3
인독사카브	살구	0.8
인독사카브	상추	10
인독사카브	생강	0.05
인독사카브	석류	0.2
인독사카브	셀러리	8
인독사카브	수박	0.2
인독사카브	수수	1
인독사카브	순무	0.2
인독사카브	시금치	10
인독사카브	쌀	0.1
인독사카브	쑥갓	20
인독사카브	아로니아	5
인독사카브	아스파라거스	0.05
인독사카브	알	0.02
인독사카브	양배추	2
인독사카브	양상추	10
인독사카브	양송이버섯	0.03
인독사카브	엇갈이배추	5
인독사카브	엽채류	3
인독사카브	오렌지	0.5
인독사카브	오미자	0.2
인독사카브	오미자(건조)	1.5
인독사카브	오이	0.5
인독사카브	옥수수	0.05
인독사카브	우엉	0.03
인독사카브	유	0.1
인독사카브	유자	0.5
인독사카브	유채	0.5
인독사카브	유채씨	0.5
인독사카브	율무	0.03
인독사카브	자두	0.5
인독사카브	잣	0.05
인독사카브	조	0.5
인독사카브	차즈기(잎)	20
인독사카브	참깨	0.05
인독사카브	참나물	10
인독사카브	참외	1
인독사카브	체리	0.9
인독사카브	취나물	10
인독사카브	치커리	10
인독사카브	치커리(뿌리)	0.15
인독사카브	콜라비	0.2
인독사카브	크랜베리	1
인독사카브	키위	1
인독사카브	토란	0.03
인독사카브	토란(줄기)	1
인독사카브	토마토	0.3
인독사카브	파	2
인독사카브	파(건조)	2
인독사카브	파슬리	7
인독사카브	팥	0.05
인독사카브	포도	2
인독사카브	포유류고기	2
인독사카브	포유류부산물	0.05
인독사카브	표고버섯	0.2
인독사카브	풋콩	0.7
인독사카브	피망	1
인독사카브	호박	0.15
인피르플룩삼	고추	3
인피르플룩삼	딸기	3
인피르플룩삼	수박	0.2
인피르플룩삼	쌀	0.1
인피르플룩삼	오이	0.5
인피르플룩삼	참외	0.3
인피르플룩삼	토마토	2
인피르플룩삼	포도	5
인피르플룩삼	피망	3
족사마이드	감자	0.2
족사마이드	고추	0.3
족사마이드	멜론	0.5
족사마이드	무화과	0.5
족사마이드	바나나	0.04
족사마이드	배	0.5
족사마이드	배추	1
족사마이드	배추(건조)	15
족사마이드	부추	3
족사마이드	수박	0.05
족사마이드	양파	0.7
족사마이드	엇갈이배추	3
족사마이드	오이	0.5
족사마이드	참외	0.5
족사마이드	토마토	2
족사마이드	포도	3
족사마이드	피망	0.3
카두사포스	가지	0.05
카두사포스	감자	0.02
카두사포스	갯기름나물	0.05
카두사포스	건삼	0.2
카두사포스	고구마	0.05
카두사포스	고구마줄기	0.05
카두사포스	고추	0.05
카두사포스	당근	0.05
카두사포스	대두	0.05
카두사포스	더덕	0.05
카두사포스	도라지	0.05
카두사포스	들깨	0.05
카두사포스	들깻잎	0.05
카두사포스	딸기	0.07
카두사포스	땅콩	0.05
카두사포스	마	0.05
카두사포스	마(건조)	0.05
카두사포스	마늘	0.05
카두사포스	머위	0.05
카두사포스	멜론	0.05
카두사포스	무(뿌리)	0.05
카두사포스	무(잎)	0.05
카두사포스	미나리	3
카두사포스	배추	0.05
카두사포스	복분자	0.05
카두사포스	부추	0.5
카두사포스	브로콜리	0.05
카두사포스	블루베리	0.05
카두사포스	비름나물	0.05
카두사포스	비트(뿌리)	0.05
카두사포스	비트(잎)	0.05
카두사포스	살구	0.05
카두사포스	상추	0.1
카두사포스	생강	0.05
카두사포스	셀러리	0.05
카두사포스	수박	0.01
카두사포스	수삼	0.05
카두사포스	순무	0.05
카두사포스	시금치	0.05
카두사포스	쑥갓	0.5
카두사포스	아로니아	0.05
카두사포스	양배추	0.05
카두사포스	양상추	0.1
카두사포스	양파	0.05
카두사포스	엇갈이배추	0.05
카두사포스	열대과일류	0.01
카두사포스	오미자	0.05
카두사포스	오미자(건조)	0.05
카두사포스	오이	0.05
카두사포스	옥수수	0.03
카두사포스	우엉	0.05
카두사포스	우엉잎	0.05
카두사포스	인삼농축액	0.1
카두사포스	자두	0.05
카두사포스	차즈기(잎)	0.2
카두사포스	참깨	0.01
카두사포스	참나물	0.1
카두사포스	참외	0.01
카두사포스	취나물	0.2
카두사포스	케일	0.05
카두사포스	콜라비	0.05
카두사포스	키위	0.02
카두사포스	토마토	0.05
카두사포스	파	0.02
카두사포스	풋마늘	0.05
카두사포스	풋콩	0.05
카두사포스	피망	0.05
카두사포스	호박	0.05
카두사포스	호박잎	0.05
카두사포스	홍삼	0.05
카두사포스	홍삼농축액	0.1
카바릴	가금류고기	0.5
카바릴	가금류피부	5
카바릴	감자	0.05
카바릴	고추	0.4
카바릴	대두	1
카바릴	돼지고기	0.2
카바릴	두리안	30
카바릴	마늘	0.05
카바릴	망고	3
카바릴	무(뿌리)	0.3
카바릴	무(잎)	5
카바릴	밀	2
카바릴	부추	30
카바릴	사과	1
카바릴	소고기	0.2
카바릴	알	0.5
카바릴	양고기	0.2
카바릴	양파	0.05
카바릴	염소고기	0.2
카바릴	오렌지	7
카바릴	용안	20
카바릴	유	0.1
카바릴	유가공품	0.1
카바릴	체리	10
카바릴	크랜베리	3
카바릴	풋마늘	0.05
카바릴	향신열매	0.05
카바릴	호두	0.5
카벤다짐	가금류고기	0.1
카벤다짐	가지	7
카벤다짐	감귤	5
카벤다짐	감자	0.03
카벤다짐	갓	30
카벤다짐	강낭콩	0.2
카벤다짐	갯개미자리	25
카벤다짐	갯기름나물	30
카벤다짐	건삼	0.5
카벤다짐	겨자채	30
카벤다짐	견과류	0.05
카벤다짐	결명자	0.05
카벤다짐	고구마	0.05
카벤다짐	고구마줄기	0.05
카벤다짐	고려엉겅퀴	30
카벤다짐	고추	5
카벤다짐	고추(건조)	15
카벤다짐	고추냉이(잎)	0.7
카벤다짐	곤달비	30
카벤다짐	구기자	2
카벤다짐	구기자(건조)	2
카벤다짐	근대	30
카벤다짐	녹두	0.2
카벤다짐	녹차추출물	5
카벤다짐	느타리버섯	1
카벤다짐	다채	30
카벤다짐	달래	15
카벤다짐	당근	0.2
카벤다짐	대두	0.5
카벤다짐	대추	5
카벤다짐	더덕	0.05
카벤다짐	도라지	0.05
카벤다짐	돌나물	10
카벤다짐	돼지고기	0.01
카벤다짐	두릅	0.7
카벤다짐	들깨	0.7
카벤다짐	들깻잎	30
카벤다짐	딸기	2
카벤다짐	땅콩	0.1
카벤다짐	레몬	0.7
카벤다짐	마	0.05
카벤다짐	마(건조)	0.05
카벤다짐	마늘	0.2
카벤다짐	망고	10
카벤다짐	매실	0.3
카벤다짐	머위	30
카벤다짐	멜론	1
카벤다짐	면실	0.2
카벤다짐	모과	2
카벤다짐	무화과	0.7
카벤다짐	미나리	7
카벤다짐	밀	0.05
카벤다짐	바나나	0.2
카벤다짐	배추	0.7
카벤다짐	보리	0.3
카벤다짐	복분자	2
카벤다짐	복숭아	2
카벤다짐	부추	10
카벤다짐	브로콜리	5
카벤다짐	블루베리	0.2
카벤다짐	비름나물	25
카벤다짐	비트(뿌리)	1
카벤다짐	비트(잎)	30
카벤다짐	뽕(잎)	10
카벤다짐	산마늘잎	30
카벤다짐	산수유	3
카벤다짐	산수유(건조)	15
카벤다짐	살구	3
카벤다짐	상추	20
카벤다짐	상황버섯	0.5
카벤다짐	생강	0.05
카벤다짐	셀러리	10
카벤다짐	소고기	0.1
카벤다짐	수박	1
카벤다짐	수삼	0.2
카벤다짐	수수	0.05
카벤다짐	시금치	30
카벤다짐	신선초	30
카벤다짐	쌀	0.5
카벤다짐	쑥	30
카벤다짐	쑥갓	10
카벤다짐	쑥부쟁이	20
카벤다짐	아로니아	3
카벤다짐	아스파라거스	0.7
카벤다짐	아욱	30
카벤다짐	알	0.1
카벤다짐	알로에	5
카벤다짐	양고기	0.1
카벤다짐	양배추	1
카벤다짐	양상추	20
카벤다짐	양송이버섯	0.7
카벤다짐	양파	0.05
카벤다짐	엇갈이배추	2
카벤다짐	영지버섯	0.7
카벤다짐	오디	5
카벤다짐	오렌지	7
카벤다짐	오미자	1.5
카벤다짐	오미자(건조)	10
카벤다짐	오이	1
카벤다짐	옥수수	0.5
카벤다짐	올리브(열매)	15
카벤다짐	유	0.1
카벤다짐	유자	3
카벤다짐	유채	15
카벤다짐	유채씨	0.5
카벤다짐	으름	3
카벤다짐	인과류	3
카벤다짐	인삼농축액	2
카벤다짐	자두	0.5
카벤다짐	조	0.7
카벤다짐	차	2
카벤다짐	참깨	0.5
카벤다짐	참나물	2
카벤다짐	참외	1
카벤다짐	체리	15
카벤다짐	취나물	20
카벤다짐	커피원두	0.03
카벤다짐	케일	50
카벤다짐	콜라비	0.05
카벤다짐	키위	3
카벤다짐	토마토	2
카벤다짐	파	5
카벤다짐	파슬리	25
카벤다짐	파파야	15
카벤다짐	팥	0.3
카벤다짐	포도	3
카벤다짐	표고버섯	1
카벤다짐	풋마늘	1
카벤다짐	풋콩	3
카벤다짐	피망	5
카벤다짐	하늘마	2
카벤다짐	해바라기씨	1
카벤다짐	향신씨	5
카벤다짐	향신열매	0.1
카벤다짐	허브류(생)	30
카벤다짐	호박	0.5
카벤다짐	호박잎	20
카벤다짐	홍삼	0.5
카벤다짐	홍삼농축액	2
카벤다짐	홍화씨	0.3
카보퓨란	가지	0.03
카보퓨란	감귤	0.5
카보퓨란	감자	0.05
카보퓨란	갓	0.03
카보퓨란	건삼	0.05
카보퓨란	건포도	0.5
카보퓨란	겨자채	0.05
카보퓨란	고구마	0.02
카보퓨란	고구마줄기	0.02
카보퓨란	고수(잎)	0.2
카보퓨란	고추	0.05
카보퓨란	고춧잎	0.03
카보퓨란	당근	0.05
카보퓨란	대두	0.05
카보퓨란	돼지고기	0.05
카보퓨란	돼지부산물	0.05
카보퓨란	돼지지방	0.05
카보퓨란	들깻잎	0.05
카보퓨란	딸기	0.03
카보퓨란	땅콩	0.05
카보퓨란	마	0.05
카보퓨란	마늘	0.1
카보퓨란	말고기	0.05
카보퓨란	말부산물	0.05
카보퓨란	말지방	0.05
카보퓨란	망고스틴	2
카보퓨란	멜론	0.05
카보퓨란	무(뿌리)	0.03
카보퓨란	무(잎)	0.03
카보퓨란	바나나	0.01
카보퓨란	밤	0.05
카보퓨란	배	0.2
카보퓨란	배추	0.05
카보퓨란	복숭아	0.05
카보퓨란	사과	0.2
카보퓨란	사슴고기	0.05
카보퓨란	생강	0.03
카보퓨란	소고기	0.05
카보퓨란	소부산물	0.05
카보퓨란	소지방	0.05
카보퓨란	수박	0.05
카보퓨란	수삼	0.05
카보퓨란	수수	0.05
카보퓨란	신선초	0.03
카보퓨란	쌀	0.02
카보퓨란	양고기	0.05
카보퓨란	양배추	0.03
카보퓨란	양부산물	0.05
카보퓨란	양지방	0.05
카보퓨란	양파	0.05
카보퓨란	엇갈이배추	0.05
카보퓨란	염소고기	0.05
카보퓨란	염소부산물	0.05
카보퓨란	염소지방	0.05
카보퓨란	오이	0.05
카보퓨란	옥수수	0.05
카보퓨란	유	0.02
카보퓨란	율무	0.5
카보퓨란	인삼농축액	0.7
카보퓨란	참깨	0.2
카보퓨란	참외	0.05
카보퓨란	커피원두	0.1
카보퓨란	콜라비	0.03
카보퓨란	토마토	0.05
카보퓨란	파	0.05
카보퓨란	포도	0.05
카보퓨란	풋마늘	0.05
카보퓨란	풋콩	0.05
카보퓨란	피	1
카보퓨란	피망	0.05
카보퓨란	향신씨	0.05
카보퓨란	향신열매	0.05
카보퓨란	호박	0.03
카보퓨란	호박잎	0.03
카보퓨란	홍삼	0.2
카보퓨란	홍삼농축액	0.3
카복신	밀	0.05
카복신	보리	0.2
카복신	쌀	0.05
카탑	가금류고기	0.01
카탑	가지	0.05
카탑	감	1
카탑	감귤	1
카탑	감자	0.05
카탑	갓	0.1
카탑	강낭콩	0.05
카탑	겨자채	1.5
카탑	고추	0.3
카탑	고춧잎	0.7
카탑	근대	1.5
카탑	냉이	1.5
카탑	녹두	0.05
카탑	다채	1.5
카탑	달래	0.5
카탑	당근	0.05
카탑	대두	0.05
카탑	돌나물	10
카탑	동부	0.05
카탑	들깨	0.03
카탑	들깻잎	0.7
카탑	로즈마리(생)	3
카탑	마늘	0.05
카탑	멜론	0.2
카탑	무(뿌리)	1
카탑	무(잎)	10
카탑	미나리	0.7
카탑	방울다다기양배추	2
카탑	배	0.3
카탑	배추	2
카탑	부추	1.5
카탑	브로콜리	0.3
카탑	비름나물	1.5
카탑	비트(뿌리)	0.1
카탑	비트(잎)	5
카탑	비파	0.7
카탑	상추	5
카탑	생강	0.07
카탑	셀러리	5
카탑	수박	0.05
카탑	시금치	2
카탑	쌀	0.1
카탑	쑥갓	1.5
카탑	아욱	0.3
카탑	알	0.01
카탑	야콘	0.03
카탑	양배추	2
카탑	양상추	5
카탑	양파	0.05
카탑	엇갈이배추	2
카탑	오이	0.07
카탑	완두	0.05
카탑	참나물	1.5
카탑	참외	0.2
카탑	청경채	1.5
카탑	치커리	1.5
카탑	키위	3
카탑	토마토	1
카탑	파	2
카탑	팥	0.05
카탑	풋마늘	0.05
카탑	풋콩	2
